日期,最高气温,最低气温,天气,风向,空气质量
2016-04-22 星期五 ,19℃,8℃,阵雨~多云,微风 小于3级,
2016-04-23 星期六 ,21℃,9℃,晴,微风 小于3级,
2016-04-24 星期日 ,24℃,10℃,晴~多云,微风 小于3级,
2016-04-25 星期一 ,21℃,11℃,阵雨,微风 小于3级,
2016-04-26 星期二 ,21℃,8℃,多云~晴,微风 小于3级,
2016-04-27 星期三 ,24℃,9℃,晴,微风 小于3级,
2016-04-28 星期四 ,27℃,10℃,晴,微风 小于3级,
2016-04-29 星期五 ,28℃,12℃,晴~多云,微风 小于3级,
2016-04-30 星期六 ,27℃,10℃,多云~晴,微风 小于3级,
2016-05-01 星期日 ,22℃,6℃,浮尘~阵雨,微风 小于3级,
2016-05-02 星期一 ,18℃,7℃,多云~晴,微风 小于3级,
2016-05-03 星期二 ,26℃,10℃,晴,微风 小于3级,
2016-05-04 星期三 ,30℃,14℃,晴,微风 小于3级,
2016-05-05 星期四 ,26℃,13℃,晴~多云,微风 小于3级,
2016-05-06 星期五 ,23℃,9℃,阴~阵雨,微风 小于3级,
2016-05-07 星期六 ,22℃,11℃,多云,微风 小于3级,
2016-05-08 星期日 ,26℃,10℃,多云~阵雨,微风 小于3级,
2016-05-09 星期一 ,26℃,11℃,多云~晴,微风 小于3级,
2016-05-10 星期二 ,31℃,14℃,晴,微风 小于3级,
2016-05-11 星期三 ,32℃,11℃,多云~浮尘,微风 小于3级,
2016-05-12 星期四 ,21℃,10℃,多云,微风 小于3级,
2016-05-13 星期五 ,21℃,7℃,小雨,微风 小于3级,
2016-05-14 星期六 ,18℃,5℃,多云~晴,微风 小于3级,
2016-05-15 星期日 ,23℃,7℃,晴,微风 小于3级,
2016-05-16 星期一 ,27℃,11℃,晴,微风 小于3级,
2016-05-17 星期二 ,25℃,10℃,多云~晴,微风 小于3级,
2016-05-18 星期三 ,29℃,14℃,多云,微风 小于3级,
2016-05-19 星期四 ,31℃,14℃,晴,微风 小于3级,
2016-05-20 星期五 ,28℃,13℃,浮尘~小雨,微风 小于3级,
2016-05-21 星期六 ,16℃,8℃,小雨,微风 小于3级,
2016-05-22 星期日 ,11℃,6℃,小雨,微风 小于3级,
2016-05-23 星期一 ,21℃,7℃,多云~晴,微风 小于3级,
2016-05-24 星期二 ,25℃,8℃,多云,微风 小于3级,
2016-05-25 星期三 ,19℃,8℃,阵雨~多云,微风 小于3级,
2016-05-26 星期四 ,19℃,9℃,多云,微风 小于3级,
2016-05-27 星期五 ,23℃,13℃,多云,微风 小于3级,
2016-05-28 星期六 ,27℃,12℃,晴,微风 小于3级,
2016-05-29 星期日 ,30℃,15℃,晴~多云,微风 小于3级,
2016-05-30 星期一 ,29℃,15℃,多云,微风 小于3级,
2016-05-31 星期二 ,26℃,14℃,小雨~多云,微风 小于3级,
2016-06-01 星期三 ,20℃,14℃,小雨,微风 小于3级,
2016-06-02 星期四 ,19℃,14℃,多云~小雨,微风 小于3级,
2016-06-03 星期五 ,27℃,12℃,多云~晴,微风 小于3级,
2016-06-04 星期六 ,29℃,14℃,晴~阵雨,微风 小于3级,
2016-06-05 星期日 ,31℃,17℃,晴,暂无实况 ,
2016-06-06 星期一 ,31℃,15℃,晴,微风 小于3级,
2016-06-07 星期二 ,29℃,16℃,晴~多云,微风 小于3级,
2016-06-08 星期三 ,30℃,16℃,阵雨~多云,微风 小于3级,
2016-06-09 星期四 ,29℃,16℃,阵雨~晴,微风 小于3级,
2016-06-10 星期五 ,31℃,17℃,晴~阵雨,微风 小于3级,
2016-06-11 星期六 ,27℃,14℃,阵雨~晴,微风 小于3级,
2016-06-12 星期日 ,32℃,15℃,晴~多云,微风 小于3级,
2016-06-13 星期一 ,33℃,18℃,晴~多云,微风 小于3级,
2016-06-14 星期二 ,28℃,14℃,阵雨~多云,微风 小于3级,
2016-06-15 星期三 ,27℃,12℃,晴,微风 小于3级,
2016-06-16 星期四 ,34℃,15℃,晴,微风 小于3级,
2016-06-17 星期五 ,36℃,19℃,晴,微风 小于3级,
2016-06-18 星期六 ,35℃,19℃,晴,微风 小于3级,
2016-06-19 星期日 ,34℃,20℃,晴,微风 小于3级,
2016-06-20 星期一 ,31℃,16℃,阵雨~小雨,微风 小于3级,
2016-06-21 星期二 ,29℃,17℃,晴,微风 小于3级,
2016-06-22 星期三 ,28℃,18℃,阵雨~多云,微风 小于3级,
2016-06-23 星期四 ,27℃,17℃,阴~多云,微风 小于3级,
2016-06-24 星期五 ,29℃,18℃,多云,微风 小于3级,
2016-06-25 星期六 ,28℃,17℃,多云,微风 小于3级,
2016-06-26 星期日 ,23℃,15℃,阵雨~多云,微风 小于3级,
2016-06-27 星期一 ,27℃,14℃,多云~阵雨,微风 小于3级,
2016-06-28 星期二 ,31℃,16℃,阵雨~晴,微风 小于3级,
2016-06-29 星期三 ,33℃,19℃,晴~多云,微风 小于3级,
2016-06-30 星期四 ,30℃,19℃,多云~阵雨,微风 小于3级,
2016-07-01 星期五 ,30℃,16℃,多云~晴,微风 小于3级,
2016-07-02 星期六 ,33℃,18℃,晴,微风 小于3级,
2016-07-03 星期日 ,36℃,20℃,晴,微风 小于3级,
2016-07-04 星期一 ,36℃,20℃,晴,微风 小于3级,
2016-07-05 星期二 ,33℃,20℃,晴~多云,微风 小于3级,
2016-07-06 星期三 ,32℃,22℃,晴~多云,微风 小于3级,
2016-07-07 星期四 ,33℃,22℃,多云~阵雨,微风 小于3级,
2016-07-08 星期五 ,33℃,23℃,多云,微风 小于3级,
2016-07-09 星期六 ,31℃,21℃,多云~阵雨,微风 小于3级,
2016-07-10 星期日 ,27℃,18℃,小雨,微风 小于3级,
2016-07-11 星期一 ,22℃,17℃,小雨~小到中雨,微风 小于3级,
2016-07-12 星期二 ,27℃,17℃,多云~阵雨,微风 小于3级,
2016-07-13 星期三 ,24℃,16℃,小雨~多云,微风 小于3级,
2016-07-14 星期四 ,29℃,16℃,多云转阵雨,微风 小于3级,
2016-07-15 星期五 ,32℃,17℃,晴,微风 小于3级,
2016-07-16 星期六 ,33℃,19℃,晴转多云,微风 小于3级,
2016-07-17 星期日 ,31℃,18℃,多云转小雨,微风 小于3级,
2016-07-18 星期一 ,24℃,16℃,小雨转多云,微风 小于3级,
2016-07-19 星期二 ,31℃,16℃,晴,微风 小于3级,
2016-07-20 星期三 ,33℃,18℃,晴,微风 小于3级,
2016-07-21 星期四 ,28℃,17℃,晴,微风 小于3级,
2016-07-22 星期五 ,30℃,16℃,多云,微风 小于3级,
2016-07-23 星期六 ,33℃,19℃,多云,微风 小于3级,
2016-07-24 星期日 ,26℃,17℃,小雨,微风 小于3级,
2016-07-25 星期一 ,24℃,18℃,小雨,微风 小于3级,
2016-07-26 星期二 ,30℃,16℃,多云,微风 小于3级,
2016-07-27 星期三 ,33℃,18℃,晴,微风 小于3级,
2016-07-28 星期四 ,34℃,18℃,晴,微风 小于3级,
2016-07-29 星期五 ,35℃,20℃,晴,微风 小于3级,
2016-07-30 星期六 ,34℃,19℃,晴,微风 小于3级,
2016-07-31 星期日 ,34℃,20℃,晴,微风 小于3级,
2016-08-01 星期一 ,34℃,20℃,晴,微风 小于3级,
2016-08-02 星期二 ,34℃,22℃,晴,微风 小于3级,
2016-08-03 星期三 ,33℃,21℃,晴,东风 2级,
2016-08-04 星期四 ,33℃,22℃,晴,南风 1级,
2016-08-05 星期五 ,34℃,21℃,晴,东北风 2级,
2016-08-06 星期六 ,34℃,22℃,晴,东北风 2级,
2016-08-07 星期日 ,35℃,21℃,晴,东风 1级,
2016-08-08 星期一 ,36℃,22℃,晴,西北风 1级,
2016-08-09 星期二 ,36℃,22℃,晴,东风 2级,
2016-08-10 星期三 ,33℃,23℃,多云,东北风 2级,
2016-08-11 星期四 ,33℃,23℃,多云,东北风 1级,
2016-08-12 星期五 ,32℃,23℃,多云,西风 1级,
2016-08-13 星期六 ,33℃,24℃,晴,东风 1级,
2016-08-14 星期日 ,32℃,23℃,多云,东风 1级,
2016-08-15 星期一 ,29℃,20℃,小雨,东风 2级,
2016-08-16 星期二 ,34℃,22℃,晴,东北风 1级,
2016-08-17 星期三 ,34℃,23℃,晴,东北风 1级,
2016-08-18 星期四 ,27℃,20℃,阵雨,东风 1级,
2016-08-19 星期五 ,31℃,20℃,阴,北风 1级,
2016-08-20 星期六 ,32℃,21℃,多云,东北风 1级,
2016-08-21 星期日 ,34℃,22℃,多云,东风 1级,
2016-08-22 星期一 ,31℃,23℃,多云,东风 2级,
2016-08-23 星期二 ,27℃,20℃,阵雨,东北风 1级,
2016-08-24 星期三 ,26℃,17℃,小雨,东风 1级,
2016-08-25 星期四 ,21℃,15℃,小雨,东北风 1级,
2016-08-26 星期五 ,24℃,16℃,多云,东风 1级,
2016-08-27 星期六 ,26℃,16℃,多云,东南风 1级,
2016-08-28 星期日 ,28℃,16℃,多云,东北风 1级,
2016-08-29 星期一 ,21℃,14℃,小雨,东南风 1级,
2016-08-30 星期二 ,26℃,15℃,多云,东风 1级,
2016-08-31 星期三 ,25℃,15℃,多云,南风 1级,
2016-09-01 星期四 ,28℃,14℃,晴,东风 1级,
2016-09-02 星期五 ,22℃,15℃,阵雨,西南风 1级,
2016-09-03 星期六 ,25℃,15℃,多云,南风 1级,
2016-09-04 星期日 ,27℃,15℃,晴,东北风 1级,
2016-09-05 星期一 ,21℃,13℃,小雨,北风 2级,
2016-09-06 星期二 ,25℃,12℃,晴,东南风 1级,
2016-09-07 星期三 ,27℃,14℃,晴,北风 微风,
2016-09-08 星期四 ,28℃,15℃,晴,东风 1级,
2016-09-09 星期五 ,22℃,11℃,阴,东南风 1级,
2016-09-10 星期六 ,27℃,12℃,晴,西风 1级,
2016-09-11 星期日 ,28℃,13℃,晴,西北风 1级,
2016-09-12 星期一 ,26℃,12℃,多云,北风 1级,
2016-09-13 星期二 ,27℃,14℃,晴,东北风 1级,
2016-09-14 星期三 ,24℃,12℃,多云,东北风 2级,
2016-09-15 星期四 ,28℃,14℃,晴,东南风 1级,
2016-09-16 星期五 ,26℃,15℃,晴,东北风 2级,
2016-09-17 星期六 ,24℃,14℃,多云,东风 1级,
2016-09-18 星期日 ,22℃,12℃,多云,东风 1级,
2016-09-19 星期一 ,23℃,12℃,多云,东风 1级,
2016-09-20 星期二 ,25℃,10℃,晴,东风 2级,
2016-09-21 星期三 ,27℃,12℃,晴,东风 1级,
2016-09-22 星期四 ,25℃,12℃,多云,北风 微风,
2016-09-23 星期五 ,25℃,12℃,多云,南风 1级,
2016-09-24 星期六 ,25℃,11℃,多云,东风 1级,
2016-09-25 星期日 ,26℃,13℃,晴,东南风 1级,
2016-09-26 星期一 ,24℃,14℃,小雨,东北风 1级,
2016-09-27 星期二 ,22℃,11℃,阵雨,东北风 1级,
2016-09-28 星期三 ,26℃,11℃,晴,北风 微风,
2016-09-29 星期四 ,22℃,11℃,阴,西南风 1级,
2016-09-30 星期五 ,26℃,11℃,晴,南风 1级,
2016-10-01 星期六 ,27℃,11℃,晴,东南风 1级,
2016-10-02 星期日 ,29℃,12℃,晴,东北风 1级,
2016-10-03 星期一 ,30℃,8℃,多云,北风 2级,
2016-10-04 星期二 ,17℃,7℃,小雨,东北风 1级,
2016-10-05 星期三 ,19℃,8℃,多云,东南风 1级,
2016-10-06 星期四 ,18℃,9℃,小雨,西南风 1级,
2016-10-07 星期五 ,16℃,7℃,多云,北风 微风,
2016-10-08 星期六 ,19℃,10℃,多云,西南风 1级,
2016-10-09 星期日 ,16℃,8℃,阴,南风 1级,
2016-10-10 星期一 ,18℃,8℃,多云,东南风 1级,
2016-10-11 星期二 ,17℃,9℃,多云,西南风 1级,
2016-10-12 星期三 ,18℃,7℃,多云,西南风 1级,
2016-10-13 星期四 ,23℃,8℃,晴,东北风 2级,
2016-10-14 星期五 ,18℃,8℃,多云,南风 1级,
2016-10-15 星期六 ,22℃,8℃,晴,西南风 1级,
2016-10-16 星期日 ,17℃,5℃,多云,东北风 1级,
2016-10-17 星期一 ,23℃,5℃,晴,北风 微风,
2016-10-18 星期二 ,22℃,5℃,晴,北风 1级,
2016-10-19 星期三 ,22℃,6℃,多云,东风 1级,
2016-10-20 星期四 ,21℃,7℃,晴,东北风 1级,
2016-10-21 星期五 ,15℃,6℃,多云,东北风 1级,
2016-10-22 星期六 ,12℃,3℃,多云,东南风 1级,
2016-10-23 星期日 ,18℃,4℃,多云,北风 1级,
2016-10-24 星期一 ,15℃,5℃,多云,北风 1级,
2016-10-25 星期二 ,12℃,7℃,阴,东风 1级,
2016-10-26 星期三 ,14℃,2℃,多云,东风 1级,
2016-10-27 星期四 ,6℃,-2℃,雨夹雪,东北风 1级,
2016-10-28 星期五 ,6℃,-3℃,小雪,东北风 1级,
2016-10-29 星期六 ,8℃,0℃,多云,西北风 1级,
2016-10-30 星期日 ,9℃,-2℃,多云,北风 2级,
2016-10-31 星期一 ,11℃,-1℃,晴,西北风 1级,
2016-11-01 星期二 ,13℃,2℃,多云,北风 微风,
2016-11-02 星期三 ,17℃,2℃,晴,东南风 1级,
2016-11-03 星期四 ,18℃,3℃,晴,北风 1级,
2016-11-04 星期五 ,20℃,3℃,晴,南风 1级,
2016-11-05 星期六 ,17℃,2℃,晴,北风 微风,
2016-11-06 星期日 ,10℃,4℃,多云,北风 2级,
2016-11-07 星期一 ,11℃,2℃,多云,东南风 1级,
2016-11-08 星期二 ,12℃,0℃,晴,北风 微风,
2016-11-09 星期三 ,12℃,-3℃,晴,东南风 1级,
2016-11-10 星期四 ,14℃,-2℃,浮尘,东北风 1级,
2016-11-11 星期五 ,13℃,-1℃,浮尘,北风 微风,
2016-11-12 星期六 ,13℃,0℃,晴,南风 1级,
2016-11-13 星期日 ,15℃,0℃,晴,东风 1级,
2016-11-14 星期一 ,14℃,1℃,晴,东风 1级,
2016-11-15 星期二 ,15℃,0℃,多云,北风 1级,
2016-11-16 星期三 ,15℃,0℃,晴,北风 1级,
2016-11-17 星期四 ,17℃,-1℃,晴,东风 1级,
2016-11-18 星期五 ,18℃,-1℃,晴,东北风 2级,
2016-11-19 星期六 ,11℃,-2℃,浮尘,东南风 1级,
2016-11-20 星期日 ,16℃,-2℃,晴,南风 1级,
2016-11-21 星期一 ,4℃,-3℃,扬沙,东北风 2级,
2016-11-22 星期二 ,1℃,-6℃,多云,东北风 1级,
2016-11-23 星期三 ,4℃,-6℃,多云,东风 1级,
2016-11-24 星期四 ,5℃,-4℃,多云,东北风 1级,
2016-11-25 星期五 ,4℃,-6℃,多云,东北风 1级,
2016-11-26 星期六 ,8℃,-5℃,晴,东北风 1级,
2016-11-27 星期日 ,9℃,-4℃,晴,东风 1级,
2016-11-28 星期一 ,6℃,-5℃,多云,东北风 1级,
2016-11-29 星期二 ,6℃,-5℃,晴,北风 微风,
2016-11-30 星期三 ,9℃,-5℃,晴,东北风 1级,
2016-12-01 星期四 ,7℃,-5℃,晴,东北风 1级,
2016-12-02 星期五 ,8℃,-4℃,晴,北风 1级,
2016-12-03 星期六 ,9℃,-4℃,晴,北风 1级,
2016-12-04 星期日 ,12℃,-4℃,晴,西北风 1级,
2016-12-05 星期一 ,6℃,-4℃,多云,东南风 1级,
2016-12-06 星期二 ,10℃,-4℃,晴,东风 1级,
2016-12-07 星期三 ,11℃,-3℃,晴,南风 1级,
2016-12-08 星期四 ,11℃,-3℃,晴,北风 1级,
2016-12-09 星期五 ,9℃,-4℃,多云,南风 1级,
2016-12-10 星期六 ,9℃,-4℃,多云,东南风 1级,
2016-12-11 星期日 ,11℃,-4℃,多云,北风 微风,
2016-12-12 星期一 ,7℃,-5℃,阴,东风 1级,
2016-12-13 星期二 ,7℃,-5℃,晴,南风 1级,
2016-12-14 星期三 ,7℃,-5℃,多云,南风 1级,
2016-12-15 星期四 ,5℃,-7℃,晴,东风 1级,
2016-12-16 星期五 ,9℃,-7℃,晴,东北风 1级,
2016-12-17 星期六 ,7℃,-6℃,晴,东风 1级,
2016-12-18 星期日 ,8℃,-6℃,晴,北风 微风,
2016-12-19 星期一 ,8℃,-5℃,多云,北风 微风,
2016-12-20 星期二 ,7℃,-6℃,多云,北风 2级,
2016-12-21 星期三 ,3℃,-6℃,多云,北风 1级,
2016-12-22 星期四 ,6℃,-7℃,晴,北风 1级,
2016-12-23 星期五 ,6℃,-5℃,多云,西南风 1级,
2016-12-24 星期六 ,5℃,-5℃,多云,东南风 1级,
2016-12-25 星期日 ,1℃,-7℃,阵雪,北风 微风,
2016-12-26 星期一 ,1℃,-10℃,晴,东风 1级,
2016-12-27 星期二 ,5℃,-9℃,晴,东北风 1级,
2016-12-28 星期三 ,3℃,-8℃,晴,东风 1级,
2016-12-29 星期四 ,3℃,-8℃,多云,东风 1级,
2016-12-30 星期五 ,7℃,-7℃,晴,东北风 1级,
2016-12-31 星期六 ,4℃,-7℃,晴,北风 1级,
2017-01-01 星期日 ,3℃,-6℃,多云,东北风 1级,
2017-01-02 星期一 ,7℃,-6℃,晴,北风 微风,
2017-01-03 星期二 ,7℃,-5℃,晴,东风 1级,
2017-01-04 星期三 ,10℃,-4℃,晴,西南风 1级,
2017-01-05 星期四 ,10℃,-5℃,晴,东南风 1级,
2017-01-06 星期五 ,2℃,-8℃,多云,东风 1级,
2017-01-07 星期六 ,3℃,-9℃,晴,南风 1级,
2017-01-08 星期日 ,2℃,-9℃,晴,北风 1级,
2017-01-09 星期一 ,-1℃,-8℃,多云,北风 2级,
2017-01-10 星期二 ,-1℃,-6℃,多云,南风 1级,
2017-01-11 星期三 ,1℃,-10℃,多云,东北风 1级,
2017-01-12 星期四 ,4℃,-10℃,晴,东南风 1级,
2017-01-13 星期五 ,4℃,-8℃,晴,东北风 1级,
2017-01-14 星期六 ,4℃,-8℃,晴,东南风 1级,
2017-01-15 星期日 ,6℃,-7℃,晴,东北风 2级,
2017-01-16 星期一 ,2℃,-7℃,多云,东北风 1级,
2017-01-17 星期二 ,2℃,-9℃,多云,东北风 2级,
2017-01-18 星期三 ,3℃,-10℃,晴,东北风 2级,
2017-01-19 星期四 ,1℃,-9℃,晴,东南风 2级,
2017-01-20 星期五 ,2℃,-9℃,多云,南风 1级,
2017-01-21 星期六 ,5℃,-9℃,晴,西北风 1级,
2017-01-22 星期日 ,8℃,-9℃,晴,东北风 1级,
2017-01-23 星期一 ,8℃,-9℃,晴,东北风 1级,
2017-01-24 星期二 ,10℃,-8℃,晴,北风 微风,
2017-01-25 星期三 ,13℃,-7℃,晴,东风 2级,
2017-01-26 星期四 ,4℃,-7℃,浮尘,东南风 1级,
2017-01-27 星期五 ,7℃,-6℃,多云,东风 1级,
2017-01-28 星期六 ,6℃,-7℃,晴,东北风 2级,
2017-01-29 星期日 ,4℃,-7℃,晴,东北风 1级,
2017-01-30 星期一 ,7℃,-7℃,晴,东北风 2级,
2017-01-31 星期二 ,4℃,-6℃,晴,东南风 1级,
2017-02-01 星期三 ,5℃,-5℃,多云,东风 2级,
2017-02-02 星期四 ,11℃,-5℃,晴,东北风 1级,
2017-02-03 星期五 ,8℃,-5℃,多云,东南风 1级,
2017-02-04 星期六 ,12℃,-4℃,晴,西南风 1级,
2017-02-05 星期日 ,13℃,-3℃,多云,东南风 1级,
2017-02-06 星期一 ,6℃,-2℃,阴,东北风 2级,
2017-02-07 星期二 ,1℃,-5℃,小雪,东风 2级,
2017-02-08 星期三 ,3℃,-6℃,多云,东南风 1级,
2017-02-09 星期四 ,5℃,-7℃,晴,东北风 2级,
2017-02-10 星期五 ,5℃,-6℃,多云,东北风 1级,
2017-02-11 星期六 ,8℃,-6℃,晴,南风 1级,
2017-02-12 星期日 ,12℃,-5℃,晴,西风 1级,
2017-02-13 星期一 ,8℃,-4℃,多云,东北风 1级,
2017-02-14 星期二 ,13℃,-4℃,晴,西风 1级,
2017-02-15 星期三 ,17℃,-3℃,晴,东北风 1级,
2017-02-16 星期四 ,13℃,-1℃,多云,东北风 1级,
2017-02-17 星期五 ,12℃,-2℃,晴,南风 1级,
2017-02-18 星期六 ,17℃,-2℃,晴,西南风 1级,
2017-02-19 星期日 ,17℃,-2℃,多云,西南风 1级,
2017-02-20 星期一 ,9℃,-1℃,多云,西北风 2级,
2017-02-21 星期二 ,3℃,-6℃,小雪,东风 1级,
2017-02-22 星期三 ,4℃,-5℃,多云,西南风 1级,
2017-02-23 星期四 ,6℃,-4℃,多云,东南风 1级,
2017-02-24 星期五 ,8℃,-4℃,晴,北风 1级,
2017-02-25 星期六 ,8℃,-5℃,多云,东风 1级,
2017-02-26 星期日 ,10℃,-4℃,晴,东南风 1级,
2017-02-27 星期一 ,11℃,-3℃,晴,北风 1级,
2017-02-28 星期二 ,10℃,-2℃,多云,东北风 3级,
2017-03-01 星期三 ,10℃,-4℃,多云,东风 2级,
2017-03-02 星期四 ,12℃,-2℃,晴,东风 2级,
2017-03-03 星期五 ,13℃,-2℃,多云,西南风 1级,
2017-03-05 星期日 ,8℃,-2℃,阴,南风 1级,
2017-03-06 星期一 ,10℃,-2℃,多云,东南风 1级,
2017-03-07 星期二 ,9℃,-1℃,多云,东南风 1级,
2017-03-08 星期三 ,12℃,-1℃,多云,东风 1级,
2017-03-09 星期四 ,10℃,0℃,多云,东北风 1级,
2017-03-10 星期五 ,10℃,2℃,多云,东南风 1级,
2017-03-11 星期六 ,8℃,1℃,雨夹雪,东北风 1级,
2017-03-12 星期日 ,2℃,-2℃,中雪,东风 1级,
2017-03-13 星期一 ,3℃,-8℃,小雪,西南风 1级,
2017-03-14 星期二 ,6℃,-4℃,多云,东风 2级,
2017-03-15 星期三 ,8℃,0℃,多云,东风 2级,
2017-03-16 星期四 ,10℃,0℃,多云,西北风 1级,
2017-03-17 星期五 ,13℃,2℃,阴,东北风 1级,
2017-03-18 星期六 ,12℃,3℃,多云,东风 2级,
2017-03-19 星期日 ,14℃,3℃,阴,北风 1级,
2017-03-20 星期一 ,18℃,2℃,晴,东风 2级,
2017-03-21 星期二 ,16℃,4℃,多云,东风 2级,
2017-03-22 星期三 ,21℃,3℃,晴,东风 2级,
2017-03-23 星期四 ,9℃,3℃,小雨,东南风 2级,
2017-03-24 星期五 ,11℃,1℃,多云,东风 3级,
2017-03-25 星期六 ,13℃,2℃,晴,东北风 3级,
2017-03-26 星期日 ,16℃,0℃,多云,东风 2级,
2017-03-27 星期一 ,21℃,2℃,晴,东北风 2级,
2017-03-28 星期二 ,19℃,3℃,晴,东北风 3级,
2017-03-29 星期三 ,18℃,6℃,多云,东北风 3级,
2017-03-30 星期四 ,16℃,3℃,阵雨,东风 2级,
2017-03-31 星期五 ,18℃,2℃,晴,东北风 3级,
2017-04-01 星期六 ,20℃,2℃,晴,东风 2级,
2017-04-02 星期日 ,21℃,5℃,多云,东风 3级,
2017-04-03 星期一 ,20℃,7℃,多云,西南风 1级,
2017-04-04 星期二 ,25℃,7℃,晴,东风 1级,
2017-04-05 星期三 ,26℃,7℃,晴,东北风 3级,
2017-04-06 星期四 ,26℃,10℃,多云,东北风 4级,
2017-04-07 星期五 ,18℃,8℃,多云,东风 3级,
2017-04-08 星期六 ,14℃,7℃,阴,东北风 2级,
2017-04-09 星期日 ,12℃,5℃,小雨,北风 3级,
2017-04-10 星期一 ,12℃,4℃,小雨,东北风 2级,
2017-04-11 星期二 ,15℃,3℃,多云,东风 1级,
2017-04-12 星期三 ,19℃,3℃,阵雨,东风 3级,
2017-04-13 星期四 ,21℃,5℃,晴,东风 2级,
2017-04-14 星期五 ,21℃,8℃,多云,东北风 4级,
2017-04-15 星期六 ,16℃,7℃,小雨,东风 2级,
2017-04-16 星期日 ,17℃,2℃,多云,西风 2级,
2017-04-17 星期一 ,24℃,7℃,晴,西南风 3级,
2017-04-18 星期二 ,25℃,9℃,浮尘,东风 2级,
2017-04-19 星期三 ,11℃,5℃,阵雨,西南风 3级,
2017-04-20 星期四 ,16℃,2℃,多云,东北风 3级,
2017-04-21 星期五 ,20℃,5℃,晴,东北风 3级,
2017-04-22 星期六 ,23℃,7℃,晴,东风 4级,
2017-04-23 星期日 ,27℃,10℃,晴,南风 2级,
2017-04-24 星期一 ,24℃,9℃,多云,东北风 4级,
2017-04-25 星期二 ,21℃,10℃,多云,北风 3级,
2017-04-26 星期三 ,18℃,8℃,阴,西风 2级,
2017-04-27 星期四 ,22℃,8℃,晴,西南风 1级,
2017-04-28 星期五 ,26℃,9℃,晴,东风 3级,
2017-04-29 星期六 ,28℃,11℃,晴,东北风 2级,
